customer_id,transaction_date,amount,payment_method,is_refund
100014,2023-07-03,34.4,NetBanking,0
100014,2024-02-05,49.71,Card,0
100014,2024-09-12,63.1,NetBanking,0
100014,2023-09-21,31.75,NetBanking,0
100014,2025-02-02,16.94,UPI,1
100014,2025-07-28,65.6,PayPal,0
100014,2025-10-13,44.64,PayPal,0
100014,2024-07-04,57.74,Card,0
100015,2025-10-06,70.29,UPI,0
100015,2023-06-26,13.52,Card,0
100015,2022-08-01,40.25,UPI,0
100015,2024-07-05,54.96,Card,0
100015,2025-03-26,24.13,NetBanking,0
100015,2025-01-17,62.09,PayPal,0
100016,2022-05-31,5.2,Card,0
100016,2024-09-28,12.95,Card,1
100016,2024-12-25,53.51,NetBanking,0
100016,2024-02-05,5.45,UPI,1
100016,2025-06-14,68.54,PayPal,0
100016,2022-10-16,40.33,NetBanking,0
100016,2023-02-26,61.18,PayPal,0
100017,2023-12-24,32.21,PayPal,0
100017,2024-05-01,78.12,PayPal,0
100017,2023-09-06,34.23,Card,0
100017,2023-05-08,67.12,PayPal,0
100017,2024-05-26,63.11,NetBanking,0
100017,2023-08-29,23.53,Card,1
100017,2024-03-26,7.19,NetBanking,0
100017,2024-08-20,60.69,PayPal,0
100018,2025-07-27,25.86,NetBanking,0
100018,2022-12-25,50.33,UPI,0
100018,2022-04-11,73.85,NetBanking,0
100018,2024-06-01,32.37,UPI,0
100018,2022-09-16,57.4,Card,0
100018,2025-07-20,62.35,Card,0
100019,2022-09-25,16.16,PayPal,0
100019,2025-04-15,74.19,NetBanking,0
100019,2024-06-17,28.41,PayPal,0
100019,2025-02-14,19.0,NetBanking,0
100019,2024-07-08,43.7,NetBanking,0
100019,2022-07-23,62.19,UPI,0
100019,2024-05-17,34.5,Card,1
100019,2025-05-11,39.61,UPI,0
100019,2024-01-31,76.28,NetBanking,0
100020,2022-08-17,46.39,PayPal,0
100020,2022-09-24,29.47,Card,1
100020,2024-11-09,59.85,PayPal,0
100020,2025-02-06,38.15,Card,0
100020,2023-06-15,30.17,UPI,1
100020,2022-03-30,11.76,NetBanking,0
100020,2025-04-09,58.73,PayPal,0
100020,2025-05-09,62.53,Card,0
100020,2022-07-07,11.7,Card,0
100020,2025-10-21,13.11,Card,0
100020,2022-08-20,9.84,Card,1
100020,2022-11-01,19.63,NetBanking,1
100020,2022-04-16,49.52,UPI,0
100021,2022-02-18,56.12,UPI,0
100021,2024-03-01,10.64,UPI,0
100021,2024-06-01,52.28,UPI,0
100021,2025-04-23,39.09,UPI,0
100021,2025-02-16,56.25,Card,0
100021,2023-02-01,77.75,UPI,0
100021,2023-05-16,71.52,PayPal,0
100021,2023-05-02,76.47,UPI,0
100022,2023-12-06,41.56,PayPal,0
100022,2025-08-27,43.52,Card,0
100022,2025-04-01,27.66,PayPal,0
100022,2025-04-05,71.6,NetBanking,0
100022,2023-09-12,23.12,UPI,0
100022,2025-05-19,50.42,UPI,0
100022,2023-11-28,72.5,NetBanking,0
100022,2023-07-29,67.63,PayPal,0
100022,2023-02-27,73.02,NetBanking,0
100023,2022-04-21,20.16,Card,1
100023,2024-02-08,33.04,PayPal,1
100023,2023-08-24,44.06,PayPal,0
100023,2024-05-20,62.12,PayPal,0
100023,2025-10-13,12.26,NetBanking,0
100023,2022-12-22,64.79,UPI,0
100023,2024-03-27,68.55,UPI,0
100023,2023-03-23,79.65,PayPal,0
100023,2024-07-18,33.81,Card,0
100023,2022-03-07,52.65,Card,0
100023,2023-02-28,59.57,NetBanking,0
100023,2024-08-11,17.21,NetBanking,0
100023,2023-03-19,62.09,PayPal,0
100024,2022-07-21,58.95,NetBanking,0
100024,2023-03-30,50.34,UPI,0
100024,2024-07-24,39.88,NetBanking,0
100024,2023-10-23,17.6,PayPal,0
100024,2022-11-25,59.16,NetBanking,0
100024,2023-05-13,69.53,Card,0
100024,2023-08-13,29.48,PayPal,0
100024,2025-02-13,68.62,PayPal,0
100024,2022-09-11,51.27,NetBanking,0
100024,2024-08-18,23.28,PayPal,0
100024,2022-04-13,41.87,PayPal,0
100024,2022-08-21,64.19,UPI,0
100024,2022-01-13,69.65,PayPal,0
100024,2023-08-21,58.91,Card,0
100025,2025-03-27,39.48,Card,0
100025,2022-12-23,69.32,Card,0
100025,2022-01-08,58.46,NetBanking,0
100025,2023-08-31,19.26,UPI,0
100025,2025-08-16,72.37,Card,0
100025,2022-04-20,65.93,UPI,0
100025,2025-03-06,76.57,UPI,0
100025,2023-04-08,11.11,NetBanking,0
100025,2022-09-03,38.16,UPI,0
100025,2024-12-26,36.27,UPI,0
100025,2023-05-21,28.08,PayPal,0
100025,2023-04-28,53.03,NetBanking,0
100025,2025-04-05,27.35,PayPal,0
100026,2022-10-21,31.19,Card,0
100026,2022-12-10,63.15,Card,0
100026,2024-01-07,58.74,NetBanking,0
100026,2025-07-31,79.8,Card,0
100026,2022-10-18,47.93,PayPal,0
100026,2024-04-01,34.68,Card,0
100026,2023-07-08,28.07,Card,0
100026,2025-09-11,73.47,Card,0
100026,2023-10-15,5.3,PayPal,0
100026,2023-10-02,57.9,Card,0
100026,2022-06-29,74.75,Card,0
100027,2024-02-02,40.89,UPI,0
100027,2025-07-19,70.76,Card,0
100027,2025-02-05,74.17,Card,0
100027,2025-01-07,18.87,UPI,0
100027,2023-01-22,22.26,PayPal,0
100027,2025-03-27,34.05,PayPal,0
100027,2024-08-30,9.9,NetBanking,0
100027,2023-09-30,67.69,Card,0
100027,2025-02-25,34.33,UPI,0
100027,2024-10-25,61.24,Card,0
100027,2023-02-24,29.2,Card,0
100027,2022-10-20,11.89,Card,1
100028,2023-03-07,27.09,UPI,1
100028,2022-12-24,62.67,NetBanking,0
100028,2023-07-13,44.42,NetBanking,0
100028,2025-07-17,32.06,Card,0
100028,2024-05-17,16.11,Card,0
100028,2024-05-26,73.4,UPI,0
100029,2025-02-23,25.74,Card,0
100029,2022-02-21,63.9,NetBanking,0
100029,2022-04-06,66.59,Card,0
100029,2022-03-30,26.51,Card,1
100029,2023-04-16,32.47,NetBanking,1
100029,2022-08-27,38.45,NetBanking,0
100029,2024-12-22,29.53,Card,1
100029,2025-08-24,53.81,PayPal,0
100029,2025-02-04,14.34,Card,0
100029,2024-12-05,51.15,Card,0
100029,2023-12-09,47.91,NetBanking,0
100029,2023-08-08,79.79,PayPal,0
100030,2023-01-19,71.62,Card,0
100030,2023-08-01,68.01,NetBanking,0
100030,2023-01-07,69.12,NetBanking,0
100030,2025-07-14,68.18,UPI,0
100030,2022-03-08,60.29,PayPal,0
100030,2024-08-31,53.47,PayPal,0
100030,2024-10-18,29.7,PayPal,0
100030,2024-04-12,22.9,NetBanking,0
100031,2024-04-19,53.48,Card,0
100031,2024-01-27,43.55,Card,0
100031,2023-12-23,65.69,PayPal,0
100032,2022-05-14,19.65,Card,0
100032,2023-12-18,51.13,PayPal,0
100032,2022-07-26,72.51,Card,0
100033,2024-01-18,62.79,Card,0
100033,2024-01-03,18.63,UPI,1
100033,2023-04-21,26.25,Card,0
100033,2025-05-03,37.13,UPI,1
100033,2024-04-20,16.89,Card,0
100033,2022-12-07,11.97,Card,0
100033,2022-01-21,18.32,PayPal,1
100033,2024-02-20,49.99,PayPal,0
100033,2023-03-14,18.88,NetBanking,0
100033,2023-05-24,10.59,UPI,0
100033,2025-06-22,74.78,Card,0
100033,2024-10-31,22.57,NetBanking,0
100034,2022-12-05,23.53,PayPal,0
100034,2024-04-16,38.62,NetBanking,1
100034,2024-11-22,34.04,PayPal,0
100034,2025-02-10,60.59,PayPal,0
100034,2025-05-03,20.64,PayPal,0
100034,2024-12-29,10.13,PayPal,1
100035,2022-02-28,26.47,PayPal,0
100035,2024-05-18,35.47,PayPal,0
100035,2023-01-12,60.22,PayPal,0
100035,2024-02-13,64.34,PayPal,0
100035,2023-12-24,48.21,Card,0
100035,2023-02-22,26.19,NetBanking,0
100035,2022-08-09,53.3,Card,0
100035,2023-01-10,55.84,UPI,0
100036,2024-02-16,40.71,UPI,0
100036,2023-03-01,36.51,Card,1
100036,2024-01-02,79.71,UPI,0
100036,2025-09-04,50.23,Card,0
100036,2024-09-10,60.38,UPI,0
100037,2024-07-18,25.5,PayPal,0
100037,2025-09-01,62.91,UPI,0
100037,2022-01-04,69.62,UPI,0
100037,2023-11-26,25.62,PayPal,0
100037,2022-04-06,77.79,PayPal,0
100037,2025-03-02,65.98,NetBanking,0
100037,2022-09-16,74.74,UPI,0
100037,2024-12-12,8.4,NetBanking,0
100037,2022-02-20,77.01,Card,0
100038,2025-09-24,22.14,PayPal,0
100038,2023-08-06,19.04,Card,0
100038,2023-03-17,28.38,UPI,1
100038,2022-09-03,75.57,PayPal,0
100038,2023-07-04,72.84,Card,0
100038,2022-12-17,70.23,PayPal,0
100039,2022-04-17,22.31,NetBanking,0
100039,2023-06-03,13.91,PayPal,0
100039,2023-06-12,23.97,NetBanking,0
100039,2024-06-26,24.06,UPI,0
100039,2022-11-26,27.86,UPI,0
100039,2022-03-29,78.72,PayPal,0
100039,2024-07-08,70.95,PayPal,0
100039,2022-11-18,21.78,PayPal,0
100039,2022-03-28,13.06,Card,0
100040,2024-07-04,20.76,Card,0
100040,2025-09-19,54.04,PayPal,0
100040,2024-07-10,49.03,UPI,0
100040,2023-01-23,50.85,Card,0
100040,2022-01-30,79.56,PayPal,0
100041,2024-09-27,39.19,Card,0
100041,2025-09-05,75.53,Card,0
100041,2025-05-08,31.3,Card,0
100041,2024-05-07,42.61,PayPal,0
100041,2022-01-20,6.54,NetBanking,0
100041,2022-12-24,39.25,NetBanking,0
100041,2024-11-26,71.42,UPI,0
100041,2023-03-20,5.95,NetBanking,1
100041,2025-01-16,37.82,NetBanking,0
100042,2022-03-02,33.12,PayPal,0
100042,2023-08-02,30.16,NetBanking,0
100042,2022-02-03,54.9,NetBanking,0
100042,2025-02-17,29.4,UPI,0
100042,2025-08-25,55.95,UPI,0
100043,2025-04-01,79.71,PayPal,0
100043,2025-05-24,61.86,PayPal,0
100043,2023-08-07,77.69,NetBanking,0
100043,2023-01-15,39.49,Card,0
100043,2025-01-05,10.74,Card,0
100043,2022-01-25,7.88,UPI,1
100043,2022-08-10,46.55,Card,0
100043,2022-08-06,47.53,PayPal,0
100043,2023-12-09,16.47,PayPal,0
100043,2024-05-13,8.29,UPI,1
100043,2024-10-25,9.24,Card,0
100043,2022-05-19,22.17,UPI,0
100043,2023-08-22,66.24,NetBanking,0
100043,2025-10-05,31.71,PayPal,0
100044,2022-02-18,28.55,PayPal,0
100044,2023-02-11,46.4,PayPal,0
100044,2022-08-11,32.08,Card,0
100044,2022-11-14,54.79,Card,0
100044,2025-05-08,40.41,NetBanking,0
100044,2025-06-22,12.32,UPI,1
100044,2023-05-26,39.27,PayPal,0
100044,2024-07-20,60.64,NetBanking,0
100044,2024-09-24,21.18,PayPal,0
100045,2023-12-22,31.01,UPI,0
100045,2023-12-24,25.3,NetBanking,1
100045,2022-02-18,25.32,NetBanking,0
100045,2022-08-01,48.04,Card,0
100045,2024-06-13,24.11,UPI,0
100045,2025-08-22,39.09,Card,0
100045,2025-04-05,45.57,UPI,0
100046,2022-12-09,46.86,UPI,0
100046,2022-08-21,74.74,UPI,0
100046,2022-09-24,10.68,Card,0
100046,2023-03-19,79.77,NetBanking,0
100047,2022-11-09,32.49,NetBanking,0
100047,2025-04-20,21.65,PayPal,0
100047,2023-12-15,7.8,NetBanking,1
100047,2024-09-09,21.15,Card,0
100048,2023-11-26,78.5,UPI,0
100048,2022-04-11,6.19,UPI,0
100048,2025-04-29,30.04,PayPal,1
100048,2024-04-24,59.37,Card,0
100048,2025-10-15,7.07,PayPal,0
100048,2022-04-30,5.07,Card,0
100048,2024-05-07,63.31,PayPal,0
100048,2025-07-28,10.14,Card,0
100049,2024-04-02,34.87,NetBanking,0
100049,2022-08-24,19.5,NetBanking,0
100049,2023-10-19,43.07,Card,0
100049,2022-09-12,76.39,PayPal,0
100049,2024-12-15,10.66,Card,0
100049,2024-09-29,75.93,UPI,0
100049,2022-03-26,5.83,NetBanking,0
100049,2024-11-26,38.84,PayPal,0
100049,2024-02-04,31.94,PayPal,0
100049,2023-07-25,57.59,PayPal,0
100049,2023-10-06,23.31,UPI,0
100049,2025-06-09,35.59,NetBanking,0
100049,2023-03-21,52.83,Card,0
100049,2023-01-04,20.22,NetBanking,0
100050,2023-04-01,29.36,PayPal,0
100050,2022-02-01,32.74,PayPal,1
100050,2024-04-07,63.3,Card,0
100050,2024-07-24,48.11,NetBanking,0
100050,2024-02-22,26.8,Card,0
100050,2025-06-12,16.11,NetBanking,0
100050,2023-05-03,50.8,Card,0
100050,2025-04-16,21.43,NetBanking,1
100050,2022-05-07,6.26,Card,0
100050,2023-04-18,16.3,Card,0
100050,2022-08-05,46.65,NetBanking,0
100050,2023-02-04,52.55,Card,0
100050,2024-08-16,18.4,PayPal,0
100050,2024-05-16,40.02,Card,0
100051,2023-02-06,77.89,UPI,0
100051,2023-02-28,66.43,UPI,0
100051,2023-09-22,19.61,UPI,0
100051,2022-03-23,15.17,NetBanking,1
100051,2025-07-24,31.8,Card,0
100051,2022-12-09,22.58,PayPal,0
100051,2023-10-13,38.79,PayPal,0
100051,2023-11-07,27.73,NetBanking,0
100051,2025-04-20,62.27,PayPal,0
100051,2022-07-24,14.57,NetBanking,0
100051,2023-10-02,55.7,UPI,0
100052,2024-03-14,12.07,PayPal,0
100052,2023-06-15,79.51,Card,0
100052,2024-03-21,79.76,NetBanking,0
100052,2023-09-23,10.92,Card,0
100052,2024-04-21,63.17,NetBanking,0
100052,2023-07-25,27.18,NetBanking,0
100052,2023-05-29,5.25,UPI,0
100052,2025-10-25,76.69,Card,0
100052,2022-02-26,18.04,UPI,0
100052,2023-10-15,31.52,NetBanking,0
100052,2022-10-11,10.54,NetBanking,0
100052,2022-05-14,55.26,UPI,0
100053,2024-09-24,78.17,UPI,0
100053,2024-07-26,67.21,NetBanking,0
100053,2022-11-16,13.66,PayPal,0
100053,2023-12-02,25.36,UPI,0
100053,2024-09-26,32.05,Card,0
100053,2022-06-04,36.39,NetBanking,0
100053,2023-02-03,28.75,Card,0
100053,2023-04-17,66.74,NetBanking,0
100053,2024-03-12,28.73,Card,0
100053,2024-10-09,21.96,PayPal,0
100053,2022-06-24,68.56,NetBanking,0
100054,2022-04-16,23.56,PayPal,0
100054,2023-04-22,15.64,PayPal,1
100054,2025-08-01,77.14,NetBanking,0
100054,2022-12-31,8.4,Card,0
100054,2022-09-01,19.32,Card,0
100054,2023-10-08,25.89,Card,1
100054,2025-09-10,78.34,UPI,0
100054,2023-05-31,58.22,UPI,0
100054,2024-03-29,66.51,UPI,0
100054,2024-06-28,12.86,PayPal,0
100054,2024-11-02,9.39,Card,0
100055,2023-02-20,31.31,NetBanking,1
100055,2024-08-07,25.78,Card,0
100055,2025-08-23,62.3,PayPal,0
100055,2024-12-05,18.81,PayPal,0
100056,2022-07-23,36.52,UPI,0
100056,2024-09-21,14.12,Card,0
100056,2022-12-17,21.88,Card,0
100056,2024-09-05,16.95,Card,0
100056,2025-09-20,37.52,UPI,0
100056,2022-05-07,59.96,PayPal,0
100057,2024-01-15,33.49,Card,0
100057,2022-04-09,9.98,UPI,1
100057,2023-04-17,11.14,NetBanking,0
100057,2025-06-09,48.07,PayPal,0
100057,2024-07-25,5.35,Card,0
100057,2024-06-03,33.99,PayPal,1
100058,2022-08-10,66.77,UPI,0
100058,2023-10-17,18.96,PayPal,0
100058,2023-02-19,31.88,NetBanking,0
100058,2025-03-17,21.27,PayPal,0
100058,2023-05-24,46.08,Card,0
100059,2023-06-26,44.96,NetBanking,0
100059,2022-10-27,36.01,UPI,1
100059,2024-01-01,14.95,PayPal,0
100059,2024-05-27,70.3,NetBanking,0
100060,2024-07-21,62.05,Card,0
100060,2022-03-17,64.19,PayPal,0
100060,2023-07-20,48.28,UPI,0
100060,2025-07-05,35.9,Card,0
100060,2024-01-26,32.66,NetBanking,1
100060,2025-05-18,7.36,PayPal,0
100060,2023-01-03,39.08,PayPal,0
100060,2022-10-07,16.48,PayPal,0
100061,2024-10-05,64.36,NetBanking,0
100061,2022-10-14,29.15,Card,1
100061,2024-10-29,56.11,UPI,0
100061,2024-09-23,40.94,NetBanking,0
100061,2023-09-14,26.51,Card,0
100061,2024-01-09,34.75,NetBanking,0
100061,2022-02-06,10.0,NetBanking,0
100061,2023-12-17,27.86,PayPal,1
100061,2024-09-15,30.26,Card,0
100061,2025-02-11,34.64,PayPal,0
100061,2022-03-25,34.49,NetBanking,0
100061,2022-06-26,70.16,PayPal,0
100061,2022-07-05,28.97,PayPal,0
100061,2024-10-13,7.9,NetBanking,0
100062,2022-10-27,68.86,Card,0
100062,2023-05-01,30.52,Card,0
100062,2024-06-01,28.71,UPI,0
100062,2023-05-10,64.32,Card,0
100062,2025-01-20,72.35,Card,0
100062,2023-10-13,62.92,Card,0
100062,2022-02-16,63.39,PayPal,0
100062,2022-03-05,56.12,UPI,0
100062,2025-08-08,39.72,Card,0
100062,2024-02-02,17.15,NetBanking,0
100062,2023-03-27,65.83,Card,0
100062,2022-08-21,40.56,PayPal,0
100063,2022-04-07,25.37,Card,0
100063,2025-03-22,21.87,UPI,0
100063,2025-05-10,50.83,Card,0
100063,2022-10-09,40.78,UPI,0
100063,2022-09-30,59.46,UPI,0
100063,2022-11-07,66.46,UPI,0
100063,2022-01-08,30.7,NetBanking,1
100063,2023-07-20,33.05,NetBanking,0
100063,2023-12-25,14.94,UPI,0
100063,2024-11-10,12.06,NetBanking,0
100063,2024-09-01,75.15,UPI,0
100063,2025-07-21,25.61,UPI,1
100063,2022-04-18,42.39,Card,0
100064,2024-01-05,39.37,Card,0
100064,2022-10-16,64.49,NetBanking,0
100064,2022-02-12,6.4,UPI,0
100064,2022-07-03,11.06,UPI,0
100064,2024-05-19,68.55,Card,0
100064,2023-10-25,20.85,Card,0
100065,2022-10-28,70.96,PayPal,0
100065,2022-04-16,54.43,UPI,0
100065,2024-10-31,39.65,PayPal,0
100065,2023-04-05,27.22,Card,0
100065,2024-05-26,49.69,UPI,0
100065,2025-07-20,72.64,Card,0
100065,2024-05-14,10.45,PayPal,0
100065,2023-06-13,49.38,NetBanking,0
100065,2025-10-30,29.92,UPI,0
100065,2024-05-31,72.62,UPI,0
100065,2025-10-10,40.05,UPI,0
100065,2025-01-09,69.75,Card,0
100066,2023-01-02,6.5,UPI,0
100066,2025-08-14,5.22,NetBanking,0
100066,2023-04-12,12.01,PayPal,0
100066,2025-09-23,64.58,PayPal,0
100066,2022-09-16,69.11,Card,0
100066,2022-02-08,27.86,PayPal,0
100066,2022-11-20,15.52,UPI,0
100066,2023-09-02,56.24,NetBanking,0
100066,2023-09-07,26.96,UPI,0
100066,2024-11-10,15.91,NetBanking,0
100067,2025-05-07,60.92,PayPal,0
100067,2025-06-03,13.0,UPI,0
100067,2025-03-22,60.5,PayPal,0
100067,2023-05-17,38.65,UPI,0
100067,2025-01-20,25.09,NetBanking,1
100067,2024-01-02,63.11,NetBanking,0
100067,2023-05-23,10.34,UPI,0
100067,2023-01-16,53.13,Card,0
100068,2025-10-31,12.16,Card,0
100068,2022-04-15,5.12,NetBanking,0
100068,2024-03-31,12.93,NetBanking,1
100068,2024-11-26,48.34,PayPal,0
100068,2023-04-12,34.28,Card,0
100069,2022-08-29,18.75,UPI,0
100069,2025-08-31,62.51,PayPal,0
100069,2022-11-12,68.64,UPI,0
100069,2024-02-17,73.75,NetBanking,0
100069,2022-03-21,14.07,Card,0
100069,2023-07-06,22.87,PayPal,0
100069,2024-10-30,59.54,PayPal,0
100069,2022-12-05,25.55,Card,0
100069,2024-08-19,41.85,NetBanking,0
100070,2022-06-23,44.88,UPI,0
100070,2024-07-20,22.31,PayPal,0
100070,2024-02-12,39.27,Card,0
100070,2022-09-16,10.86,NetBanking,1
100070,2022-03-22,57.94,PayPal,0
100070,2023-02-16,40.24,PayPal,0
100070,2023-09-07,39.69,PayPal,0
100070,2023-12-31,67.99,Card,0
100070,2024-05-31,57.69,UPI,0
100070,2025-01-15,79.75,PayPal,0
100070,2025-06-18,55.57,NetBanking,0
100071,2022-07-21,53.85,Card,0
100071,2025-05-11,78.1,PayPal,0
100071,2024-05-31,48.29,NetBanking,0
100072,2024-05-16,38.18,PayPal,1
100072,2022-11-18,78.26,PayPal,0
100072,2024-11-29,57.34,Card,0
100072,2025-02-21,62.82,NetBanking,0
100072,2022-02-17,8.14,Card,0
100072,2023-01-04,9.89,Card,0
100072,2023-06-14,71.33,NetBanking,0
100072,2023-03-29,39.72,Card,0
100072,2024-08-22,72.28,UPI,0
100072,2023-02-10,43.55,PayPal,0
100073,2023-03-08,48.94,Card,0
100073,2022-11-19,26.48,Card,0
100073,2025-08-16,31.77,PayPal,0
100073,2022-11-01,61.92,PayPal,0
100073,2023-09-15,8.89,UPI,0
100073,2025-06-06,79.92,NetBanking,0
100073,2022-02-05,8.99,NetBanking,0
100073,2022-11-01,52.16,UPI,0
100073,2023-07-12,62.08,UPI,0
100073,2022-09-14,36.16,PayPal,1
100073,2022-07-16,20.86,NetBanking,0
100073,2022-04-17,29.86,Card,0
100074,2022-12-17,53.15,Card,0
100074,2023-03-01,53.35,NetBanking,0
100074,2022-06-26,36.94,PayPal,0
100074,2022-08-21,5.16,UPI,0
100074,2022-01-20,73.78,PayPal,0
100075,2025-09-04,44.52,UPI,0
100075,2024-04-01,19.6,Card,0
100075,2022-09-08,76.24,Card,0
100075,2024-05-17,38.77,PayPal,0
100075,2024-06-14,38.74,UPI,0
100075,2023-05-07,32.89,NetBanking,0
100075,2022-12-28,20.98,Card,0
100075,2023-09-29,27.31,PayPal,0
100075,2024-09-29,34.1,UPI,0
100076,2022-04-28,47.53,PayPal,0
100076,2022-01-12,28.83,UPI,0
100076,2025-07-27,54.13,UPI,0
100076,2025-09-13,71.39,UPI,0
100076,2022-07-19,69.53,Card,0
100076,2025-10-21,32.72,PayPal,0
100076,2022-12-23,52.46,NetBanking,0
100076,2025-04-20,57.3,NetBanking,0
100077,2025-02-02,8.35,NetBanking,1
100077,2024-07-14,45.58,UPI,0
100077,2023-03-12,70.2,PayPal,0
100077,2024-12-22,76.46,NetBanking,0
100077,2023-07-17,6.49,PayPal,0
100077,2023-09-05,13.28,Card,0
100077,2022-03-22,19.59,PayPal,0
100077,2024-03-01,66.84,NetBanking,0
100077,2024-02-19,31.21,Card,0
100077,2025-02-05,77.38,NetBanking,0
100077,2025-10-08,45.44,PayPal,0
100077,2022-09-04,45.86,UPI,0
100077,2024-11-30,78.51,Card,0
100077,2023-07-19,47.28,PayPal,0
100078,2023-11-19,38.38,NetBanking,0
100078,2025-05-23,76.51,Card,0
100078,2023-09-27,29.06,NetBanking,0
100079,2023-09-09,49.1,Card,0
100079,2025-07-28,64.47,Card,0
100079,2025-06-16,12.88,NetBanking,0
100079,2022-09-26,73.98,PayPal,0
100079,2023-08-26,43.77,UPI,0
100080,2025-06-02,76.63,PayPal,0
100080,2024-07-22,79.1,NetBanking,0
100080,2022-11-24,26.51,NetBanking,0
100080,2022-12-18,8.18,Card,0
100080,2025-04-19,49.84,PayPal,0
100080,2025-07-21,21.63,Card,1
100080,2023-07-03,32.89,Card,0
100080,2024-03-10,57.13,UPI,0
100080,2023-07-24,60.31,PayPal,0
100080,2024-01-24,40.36,PayPal,0
100080,2024-02-10,54.76,Card,0
100080,2024-06-29,11.43,Card,0
100080,2023-06-07,79.52,NetBanking,0
100081,2024-10-08,79.37,UPI,0
100081,2025-03-19,19.69,Card,0
100081,2023-11-30,18.56,Card,0
