customer_id,churn_30d
100587,0
100588,0
100589,0
100590,0
100591,0
100592,0
100593,0
100594,0
100595,0
100596,1
100597,0
100598,0
100599,1
100600,0
100601,0
100602,0
100603,0
100604,0
100605,0
100606,0
100607,0
100608,0
100609,0
100610,0
100611,0
100612,1
100613,0
100614,0
100615,0
100616,0
100617,1
100618,0
100619,0
100620,0
100621,0
100622,0
100623,1
100624,0
100625,0
100626,0
100627,0
100628,0
100629,0
100630,0
100631,0
100632,0
100633,0
100634,1
100635,1
100636,0
100637,0
100638,1
100639,0
100640,0
100641,0
100642,0
100643,0
100644,0
100645,0
100646,0
100647,0
100648,0
100649,0
100650,1
100651,0
100652,0
100653,0
100654,0
100655,0
100656,0
100657,0
100658,0
100659,1
100660,0
100661,0
100662,0
100663,0
100664,0
100665,0
100666,0
100667,0
100668,1
100669,0
100670,0
100671,0
100672,0
100673,0
100674,1
100675,0
100676,1
100677,0
100678,0
100679,0
100680,0
100681,0
100682,0
100683,0
100684,0
100685,0
100686,0
100687,0
100688,0
100689,0
100690,0
100691,1
100692,0
100693,0
100694,0
100695,0
100696,0
100697,0
100698,0
100699,0
100700,0
100701,0
100702,0
100703,0
100704,0
100705,0
100706,1
100707,1
100708,0
100709,0
100710,0
100711,1
100712,0
100713,0
100714,0
100715,0
100716,1
100717,0
100718,0
100719,0
100720,0
100721,0
100722,0
100723,0
100724,1
100725,1
100726,0
100727,0
100728,0
100729,0
100730,0
100731,1
100732,1
100733,0
100734,0
100735,0
100736,1
100737,0
100738,0
100739,1
100740,0
100741,0
100742,0
100743,0
100744,0
100745,0
100746,1
100747,1
100748,0
100749,0
100750,0
100751,0
100752,0
100753,0
100754,0
100755,0
100756,0
100757,0
100758,0
100759,0
100760,0
100761,0
100762,0
100763,0
100764,0
100765,1
100766,0
100767,0
100768,0
100769,0
100770,0
100771,0
100772,0
100773,0
100774,0
100775,0
100776,0
100777,0
100778,0
100779,0
100780,0
100781,0
100782,0
100783,0
100784,0
100785,0
100786,0
100787,1
100788,0
100789,0
100790,0
100791,1
100792,0
100793,0
100794,0
100795,0
100796,0
100797,1
100798,1
100799,1
100800,1
100801,0
100802,0
100803,0
100804,0
100805,0
100806,0
100807,1
100808,0
100809,0
100810,0
100811,0
100812,0
100813,1
100814,0
100815,0
100816,0
100817,0
100818,0
100819,0
100820,0
100821,1
100822,1
100823,0
100824,0
100825,0
100826,0
100827,0
100828,0
100829,0
100830,0
100831,0
100832,0
100833,1
100834,0
100835,0
100836,0
100837,0
100838,0
100839,0
100840,1
100841,0
100842,0
100843,0
100844,1
100845,0
100846,0
100847,0
100848,0
100849,0
100850,0
100851,0
100852,0
100853,0
100854,1
100855,0
100856,0
100857,0
100858,0
100859,0
100860,0
100861,1
100862,0
100863,0
100864,0
100865,0
100866,0
100867,0
100868,0
100869,0
100870,1
100871,0
100872,0
100873,0
100874,0
100875,0
100876,0
100877,0
100878,0
100879,0
100880,1
100881,1
100882,1
100883,1
100884,0
100885,1
100886,0
100887,0
100888,0
100889,1
100890,0
100891,0
100892,0
100893,0
100894,0
100895,0
100896,0
100897,0
100898,0
100899,0
100900,1
100901,0
100902,0
100903,0
100904,0
100905,0
100906,0
100907,0
100908,0
100909,0
100910,0
100911,0
100912,1
100913,0
100914,0
100915,0
100916,0
100917,0
100918,0
100919,0
100920,0
100921,0
100922,0
100923,0
100924,0
100925,0
100926,0
100927,0
100928,1
100929,0
100930,0
100931,0
100932,0
100933,0
100934,0
100935,0
100936,0
100937,0
100938,1
100939,0
100940,0
100941,0
100942,0
100943,0
100944,0
100945,0
100946,0
100947,0
100948,0
100949,0
100950,1
100951,0
100952,0
100953,0
100954,0
100955,1
100956,0
100957,0
100958,1
100959,0
100960,0
100961,0
100962,0
100963,1
100964,1
100965,0
100966,0
100967,1
100968,0
100969,1
100970,0
100971,0
100972,0
100973,1
100974,0
100975,0
100976,0
100977,1
100978,0
100979,0
100980,0
100981,0
100982,0
100983,0
100984,0
100985,0
100986,0
100987,0
100988,0
100989,0
100990,0
100991,0
100992,0
100993,0
100994,0
100995,0
100996,0
100997,0
100998,0
100999,0
101000,0
101001,0
101002,0
101003,0
101004,1
101005,0
101006,0
101007,0
101008,0
101009,0
101010,0
101011,0
101012,1
101013,1
101014,0
101015,1
101016,0
101017,1
101018,0
101019,0
101020,0
101021,0
101022,0
101023,0
101024,0
101025,0
101026,0
101027,0
101028,0
101029,0
101030,0
101031,0
101032,1
101033,0
101034,0
101035,0
101036,1
101037,1
101038,0
101039,0
101040,0
101041,0
101042,0
101043,0
101044,0
101045,0
101046,0
101047,0
101048,0
101049,0
101050,0
101051,1
101052,0
101053,1
101054,0
101055,1
101056,0
101057,0
101058,1
101059,1
101060,0
101061,0
101062,0
101063,0
101064,1
101065,0
101066,0
101067,0
101068,0
101069,0
101070,0
101071,0
101072,0
101073,0
101074,0
101075,0
101076,0
101077,1
101078,0
101079,0
101080,0
101081,0
101082,0
101083,0
101084,0
101085,0
101086,0
101087,0
101088,0
101089,0
101090,0
101091,1
101092,0
101093,0
101094,0
101095,0
101096,1
101097,0
101098,0
101099,0
101100,0
101101,0
101102,1
101103,0
101104,0
101105,0
101106,0
101107,1
101108,0
101109,1
101110,1
101111,0
101112,0
101113,0
101114,0
101115,0
101116,0
101117,0
101118,0
101119,0
101120,0
101121,0
101122,0
101123,0
101124,0
101125,0
101126,1
101127,0
101128,0
101129,0
101130,0
101131,0
101132,0
101133,0
101134,1
101135,0
101136,0
101137,0
101138,0
101139,0
101140,0
101141,0
101142,0
101143,0
101144,0
101145,0
101146,0
101147,0
101148,0
101149,0
101150,0
101151,0
101152,0
101153,0
101154,1
101155,0
101156,0
101157,0
101158,0
101159,0
101160,0
101161,0
101162,0
101163,0
101164,1
101165,0
101166,0
101167,0
101168,0
101169,0
101170,0
101171,0
101172,0
101173,0
101174,0
101175,0
101176,0
101177,0
101178,1
101179,0
101180,0
101181,0
101182,0
101183,0
101184,0
101185,0
101186,0
101187,0
101188,1
101189,0
101190,0
101191,0
101192,0
101193,0
101194,0
101195,0
101196,0
101197,0
101198,0
101199,0
101200,0
101201,0
101202,0
101203,0
101204,0
101205,0
101206,0
101207,0
101208,0
101209,0
101210,0
101211,1
101212,0
101213,0
101214,0
101215,0
101216,0
101217,1
101218,0
101219,0
101220,0
101221,0
101222,0
101223,0
101224,0
101225,0
101226,0
101227,0
101228,0
101229,0
101230,1
101231,1
101232,0
101233,0
101234,0
101235,0
101236,0
101237,0
101238,0
101239,1
101240,1
101241,0
101242,0
101243,0
101244,0
101245,0
101246,0
101247,0
101248,0
101249,1
101250,0
101251,0
101252,0
101253,0
101254,0
101255,1
101256,0
101257,0
101258,0
101259,0
101260,0
101261,0
101262,1
101263,0
101264,0
101265,0
101266,0
101267,0
101268,0
101269,1
101270,0
101271,0
101272,0
101273,0
101274,0
101275,0
101276,0
101277,0
101278,0
101279,0
101280,0
101281,0
101282,1
101283,0
101284,0
101285,0
101286,0
101287,0
101288,0
101289,0
101290,1
101291,0
101292,1
101293,1
101294,0
101295,0
101296,1
101297,1
101298,0
101299,0
101300,0
101301,0
101302,0
101303,0
101304,0
101305,0
101306,0
101307,1
101308,0
101309,0
101310,1
101311,1
101312,1
101313,0
101314,0
101315,0
101316,1
101317,1
101318,0
101319,1
101320,0
101321,0
101322,0
101323,0
101324,1
101325,0
101326,0
101327,0
101328,0
101329,0
101330,0
101331,0
101332,0
101333,0
101334,0
101335,0
101336,0
101337,0
101338,0
101339,1
101340,1
101341,0
101342,0
101343,0
101344,0
101345,0
101346,1
101347,0
101348,0
101349,0
101350,0
101351,1
101352,0
101353,0
101354,0
101355,0
101356,0
101357,0
101358,0
101359,0
101360,0
101361,0
101362,0
101363,0
101364,0
101365,0
101366,1
101367,1
101368,0
101369,0
101370,0
101371,0
101372,0
101373,0
101374,1
101375,0
101376,0
101377,0
101378,0
101379,0
101380,0
101381,0
101382,0
101383,0
101384,0
101385,0
101386,0
101387,0
101388,1
101389,0
101390,1
101391,0
101392,0
101393,1
101394,0
101395,0
101396,0
101397,0
101398,0
101399,0
101400,0
101401,0
101402,0
101403,0
101404,0
101405,0
101406,0
101407,0
101408,0
101409,0
101410,0
101411,0
101412,0
101413,0
101414,0
101415,0
101416,0
101417,1
101418,0
101419,0
101420,1
101421,0
101422,0
101423,0
101424,0
101425,0
101426,1
101427,0
101428,0
101429,0
101430,0
101431,1
101432,0
101433,0
101434,0
101435,0
101436,0
101437,0
101438,0
101439,1
101440,0
101441,1
101442,0
101443,0
101444,1
101445,0
101446,0
101447,0
101448,0
101449,0
101450,1
101451,1
101452,0
101453,0
101454,0
101455,0
101456,0
101457,0
101458,0
101459,0
101460,0
101461,0
101462,0
101463,0
101464,0
101465,0
101466,0
101467,0
101468,0
101469,0
101470,0
101471,0
101472,0
101473,0
101474,0
101475,0
101476,0
101477,1
101478,0
101479,0
101480,0
101481,0
101482,0
101483,0
101484,0
101485,0
101486,0
101487,0
101488,0
101489,0
101490,0
101491,1
101492,1
101493,0
101494,0
101495,0
101496,0
101497,0
101498,0
101499,0
101500,0
101501,0
101502,0
101503,0
101504,0
101505,1
101506,0
101507,0
101508,1
101509,0
101510,0
101511,0
101512,0
101513,0
101514,0
101515,0
101516,0
101517,0
101518,0
101519,1
101520,0
101521,0
101522,1
101523,0
101524,0
101525,0
101526,0
101527,0
101528,1
101529,0
101530,0
101531,0
101532,0
101533,0
101534,0
101535,1
101536,1
101537,0
101538,0
101539,0
101540,0
101541,0
101542,0
101543,0
101544,0
101545,0
101546,0
101547,1
101548,1
101549,0
101550,0
101551,0
101552,0
101553,0
101554,0
101555,0
101556,0
101557,0
101558,0
101559,1
101560,0
101561,0
101562,0
101563,0
101564,0
101565,0
101566,0
101567,0
101568,1
101569,0
101570,1
101571,0
101572,1
101573,0
101574,0
101575,0
101576,0
101577,1
101578,1
101579,1
101580,1
101581,0
101582,0
101583,0
101584,0
101585,0
101586,0
101587,0
101588,0
101589,1
101590,0
101591,0
101592,0
101593,0
101594,0
101595,0
101596,1
101597,0
101598,0
101599,0
101600,0
101601,0
101602,0
101603,0
101604,0
101605,1
101606,0
101607,1
101608,0
101609,1
101610,1
101611,0
101612,0
101613,0
101614,0
101615,0
101616,0
101617,0
101618,0
101619,0
101620,0
101621,0
101622,1
101623,0
101624,0
101625,0
101626,0
101627,0
101628,0
101629,1
101630,0
101631,0
101632,0
101633,0
101634,0
101635,0
101636,0
101637,0
101638,0
101639,0
101640,0
101641,0
101642,0
101643,0
101644,0
101645,0
101646,0
101647,0
101648,0
101649,0
101650,1
101651,0
101652,0
101653,0
101654,0
101655,0
101656,0
101657,0
101658,0
101659,0
101660,0
101661,0
101662,1
101663,0
101664,0
101665,0
101666,0
101667,1
101668,0
101669,0
101670,0
101671,0
101672,0
101673,0
101674,0
101675,0
101676,1
101677,0
101678,0
101679,1
101680,0
101681,0
101682,0
101683,0
101684,1
101685,0
101686,0
101687,0
101688,0
101689,0
101690,0
101691,0
101692,0
101693,0
101694,0
101695,0
101696,0
101697,0
101698,1
101699,0
101700,1
101701,0
101702,0
101703,0
101704,0
101705,0
101706,0
101707,0
101708,0
101709,0
101710,1
101711,0
101712,0
101713,0
101714,0
101715,0
101716,0
101717,0
101718,0
101719,0
101720,0
101721,0
101722,1
101723,0
101724,0
101725,0
101726,0
101727,0
101728,0
101729,0
101730,0
101731,0
101732,0
101733,0
101734,0
101735,1
101736,1
101737,0
101738,0
101739,0
101740,1
101741,1
101742,1
101743,0
101744,0
101745,1
101746,0
101747,0
101748,1
101749,0
101750,1
101751,0
101752,0
101753,0
101754,0
101755,0
101756,1
101757,1
101758,1
101759,0
101760,0
101761,0
101762,0
101763,0
101764,0
101765,0
101766,1
101767,0
101768,0
101769,0
101770,0
101771,0
101772,0
101773,0
101774,0
101775,0
101776,0
101777,1
101778,0
101779,0
101780,0
101781,0
101782,0
101783,0
101784,0
101785,0
101786,0
101787,0
101788,0
101789,0
101790,0
101791,0
101792,1
101793,0
101794,0
101795,0
101796,0
101797,0
101798,0
101799,0
101800,0
101801,1
101802,1
101803,0
101804,0
101805,0
101806,0
101807,0
101808,0
101809,0
101810,0
101811,0
101812,1
101813,0
101814,0
101815,0
101816,0
101817,0
101818,0
101819,0
101820,0
101821,0
101822,0
101823,1
101824,0
101825,0
101826,0
101827,0
101828,0
101829,0
101830,0
101831,1
101832,0
101833,0
101834,0
101835,1
101836,0
101837,0
101838,0
101839,0
101840,0
101841,0
101842,1
101843,0
101844,0
101845,0
101846,0
101847,0
101848,0
101849,0
101850,0
101851,0
101852,0
101853,0
101854,1
101855,0
101856,0
101857,0
101858,0
101859,0
101860,0
101861,0
101862,0
101863,0
101864,0
101865,0
101866,1
101867,0
101868,1
101869,0
101870,0
101871,0
101872,0
101873,0
101874,0
101875,0
101876,0
101877,1
101878,0
101879,1
101880,0
101881,0
101882,0
101883,0
101884,1
101885,1
101886,0
101887,0
101888,0
101889,0
101890,0
101891,1
101892,0
101893,0
101894,0
101895,0
101896,0
101897,0
101898,0
101899,0
101900,0
101901,0
101902,0
101903,0
101904,0
101905,1
101906,1
101907,0
101908,0
101909,0
101910,0
101911,0
101912,0
101913,0
101914,0
101915,0
101916,1
101917,0
101918,0
101919,0
101920,0
101921,0
101922,0
101923,0
101924,0
101925,1
101926,0
101927,0
101928,0
101929,0
101930,1
101931,0
101932,0
101933,0
101934,0
101935,0
101936,0
101937,1
101938,0
101939,0
101940,0
101941,0
101942,0
101943,0
101944,0
101945,0
101946,0
101947,0
101948,0
101949,0
101950,0
101951,0
101952,1
101953,1
101954,0
101955,1
101956,1
101957,0
101958,0
101959,0
101960,0
101961,0
101962,0
101963,0
101964,0
101965,0
101966,1
101967,0
101968,0
101969,0
101970,1
101971,0
101972,0
101973,0
101974,0
101975,0
101976,0
101977,0
101978,0
101979,0
101980,0
101981,0
101982,0
101983,0
101984,1
101985,0
101986,0
101987,1
101988,0
101989,1
101990,0
101991,0
101992,0
101993,1
101994,0
101995,0
101996,0
101997,0
101998,0
101999,1
102000,0
102001,0
102002,0
102003,0
102004,0
102005,0
102006,0
102007,0
102008,0
102009,0
102010,0
102011,1
102012,0
102013,0
102014,0
102015,0
102016,0
102017,0
102018,1
102019,0
102020,0
102021,0
102022,0
102023,0
102024,0
102025,0
102026,0
102027,0
102028,0
102029,0
102030,0
102031,0
102032,1
102033,0
102034,0
102035,1
102036,0
102037,0
102038,0
102039,0
102040,0
102041,0
102042,0
102043,1
102044,0
102045,0
102046,1
102047,0
102048,0
102049,0
102050,0
102051,0
102052,0
102053,0
102054,0
102055,1
102056,0
102057,0
102058,0
102059,0
102060,1
102061,0
102062,0
102063,0
102064,1
102065,1
102066,0
102067,0
102068,0
102069,0
102070,0
102071,0
102072,0
102073,0
102074,0
102075,0
102076,0
102077,0
102078,0
102079,0
102080,0
102081,0
102082,0
102083,0
102084,1
102085,0
102086,0
102087,0
102088,0
102089,0
102090,0
102091,0
102092,0
102093,0
102094,0
102095,1
102096,0
102097,0
102098,0
102099,0
102100,0
102101,0
102102,0
102103,0
102104,0
102105,0
102106,1
102107,0
102108,0
102109,0
102110,0
102111,0
102112,0
102113,0
102114,0
102115,0
102116,0
102117,1
102118,0
102119,0
102120,0
102121,0
102122,0
102123,0
102124,0
102125,0
102126,1
102127,0
102128,0
102129,1
102130,0
102131,0
102132,0
102133,0
102134,0
102135,0
102136,0
102137,0
102138,1
102139,1
102140,0
102141,1
102142,0
102143,0
102144,1
102145,0
102146,0
102147,0
102148,0
102149,0
102150,0
102151,1
102152,1
102153,0
102154,0
102155,0
102156,0
102157,0
102158,0
102159,0
102160,0
102161,1
102162,0
102163,0
102164,0
102165,0
102166,0
102167,0
102168,1
102169,0
102170,0
102171,0
102172,0
102173,1
102174,0
102175,0
102176,0
102177,0
102178,0
102179,0
102180,0
102181,0
102182,1
102183,0
102184,0
102185,0
102186,0
102187,1
102188,0
102189,0
102190,1
102191,0
102192,0
102193,0
102194,0
102195,0
102196,0
102197,0
102198,0
102199,0
102200,1
102201,1
102202,1
102203,0
102204,1
102205,0
102206,0
102207,0
102208,1
102209,0
102210,0
102211,0
102212,1
102213,1
102214,0
102215,1
102216,1
102217,0
102218,0
102219,0
102220,0
102221,0
102222,0
102223,0
102224,0
102225,1
102226,0
102227,0
102228,0
102229,0
102230,0
102231,0
102232,0
102233,1
102234,0
102235,0
102236,0
102237,0
102238,0
102239,0
102240,0
102241,0
102242,0
102243,0
102244,1
102245,1
102246,0
102247,0
102248,0
102249,0
102250,1
102251,0
102252,0
102253,1
102254,0
102255,0
102256,0
102257,0
102258,0
102259,0
102260,0
102261,1
102262,0
102263,0
102264,0
102265,0
102266,0
102267,0
102268,0
102269,0
102270,0
102271,0
102272,0
102273,0
102274,1
102275,0
102276,0
102277,0
102278,0
102279,0
102280,0
102281,0
102282,0
102283,0
102284,0
102285,1
102286,0
102287,0
102288,0
102289,1
102290,0
102291,0
102292,0
102293,0
102294,0
102295,0
102296,0
102297,0
102298,0
102299,0
102300,0
102301,0
102302,0
102303,0
102304,0
102305,0
102306,0
102307,0
102308,0
102309,0
102310,0
102311,0
102312,0
102313,1
102314,1
102315,0
102316,1
102317,0
102318,0
102319,0
102320,0
102321,0
102322,0
102323,0
102324,0
102325,0
102326,0
102327,0
102328,0
102329,0
102330,0
102331,1
102332,0
102333,0
102334,0
102335,0
102336,0
102337,0
102338,0
102339,0
102340,0
102341,0
102342,0
102343,0
102344,0
102345,0
102346,1
102347,0
102348,0
102349,0
102350,0
102351,0
102352,0
102353,0
102354,0
102355,0
102356,0
102357,0
102358,0
102359,0
102360,0
102361,0
102362,1
102363,0
102364,0
102365,0
102366,0
102367,0
102368,0
102369,0
102370,0
102371,0
102372,0
102373,0
102374,0
102375,1
102376,0
102377,0
102378,0
102379,0
102380,0
102381,1
102382,0
102383,1
102384,1
102385,0
102386,0
102387,0
102388,0
102389,0
102390,0
102391,0
102392,0
102393,0
102394,0
102395,0
102396,1
102397,0
102398,0
102399,0
102400,0
102401,0
102402,0
102403,0
102404,0
102405,0
102406,0
102407,0
102408,0
102409,0
102410,0
102411,1
102412,0
102413,0
102414,0
102415,0
102416,0
102417,0
102418,0
102419,0
102420,0
102421,0
102422,0
102423,1
102424,0
102425,0
102426,0
102427,0
102428,0
102429,1
102430,0
102431,0
102432,1
102433,0
102434,0
102435,0
102436,0
102437,0
102438,0
102439,0
102440,0
102441,0
102442,1
102443,0
102444,1
102445,0
102446,0
102447,0
102448,0
102449,1
102450,0
102451,0
102452,0
102453,0
102454,1
102455,0
102456,1
102457,0
102458,0
102459,0
102460,0
102461,0
102462,0
102463,0
102464,0
102465,0
102466,0
102467,0
102468,0
102469,0
102470,0
102471,0
102472,0
102473,0
102474,0
102475,0
102476,0
102477,0
102478,0
102479,0
102480,0
102481,0
102482,0
102483,0
102484,1
102485,0
102486,0
102487,0
102488,0
102489,0
102490,0
102491,0
102492,1
102493,0
102494,0
102495,0
102496,1
102497,0
102498,0
102499,0
102500,0
102501,0
102502,1
102503,0
102504,0
102505,0
102506,0
102507,0
102508,0
102509,0
102510,0
102511,0
102512,1
102513,0
102514,0
102515,0
102516,0
102517,0
102518,0
102519,0
102520,1
102521,0
102522,0
102523,0
102524,0
102525,0
102526,0
102527,0
102528,0
102529,0
102530,0
102531,0
102532,0
102533,0
102534,0
102535,0
102536,0
102537,0
102538,0
102539,0
102540,0
102541,0
102542,0
102543,0
102544,0
102545,0
102546,0
102547,0
102548,0
102549,0
102550,0
102551,1
102552,0
102553,0
102554,1
102555,0
102556,0
102557,0
102558,0
102559,0
102560,0
102561,0
102562,0
102563,0
102564,0
102565,0
102566,0
102567,0
102568,0
102569,0
102570,0
102571,0
102572,0
102573,0
102574,0
102575,0
102576,0
102577,0
102578,0
102579,0
102580,0
102581,0
102582,1
102583,0
102584,1
102585,0
102586,0
102587,0
102588,1
102589,0
102590,0
102591,0
102592,0
102593,0
102594,1
102595,0
102596,0
102597,0
102598,0
102599,0
102600,0
102601,1
102602,0
102603,1
102604,0
102605,0
102606,0
102607,0
102608,1
102609,0
102610,0
102611,0
102612,0
102613,1
102614,0
102615,0
102616,0
102617,0
102618,0
102619,0
102620,0
102621,0
102622,0
102623,0
102624,0
102625,1
102626,0
102627,0
102628,0
102629,0
102630,1
102631,0
102632,0
102633,0
102634,0
102635,1
102636,1
102637,0
102638,0
102639,0
102640,1
102641,0
102642,0
102643,0
102644,0
102645,0
102646,0
102647,0
102648,1
102649,0
102650,0
102651,1
102652,0
102653,0
102654,0
102655,1
102656,0
102657,1
102658,0
102659,0
102660,0
102661,0
102662,0
102663,0
102664,0
102665,0
102666,1
102667,0
102668,1
102669,0
102670,0
102671,0
102672,0
102673,0
102674,0
102675,0
102676,0
102677,0
102678,0
102679,0
102680,0
102681,1
102682,1
102683,0
102684,0
102685,0
102686,0
102687,1
102688,0
102689,0
102690,0
102691,0
102692,0
102693,0
102694,0
102695,0
102696,1
102697,0
102698,0
102699,0
102700,0
102701,0
102702,0
102703,0
102704,0
102705,0
102706,0
102707,1
102708,0
102709,0
102710,0
102711,0
102712,0
102713,0
102714,0
102715,0
102716,0
102717,0
102718,0
102719,0
102720,0
102721,0
102722,0
102723,0
102724,0
102725,1
102726,0
102727,0
102728,0
102729,0
102730,0
102731,1
102732,0
102733,0
102734,0
102735,0
102736,1
102737,0
102738,1
102739,0
102740,0
102741,0
102742,0
102743,1
102744,0
102745,0
102746,0
102747,1
102748,1
102749,0
102750,0
102751,1
102752,0
102753,0
102754,0
102755,0
102756,0
102757,1
102758,0
102759,0
102760,1
102761,0
102762,1
102763,1
102764,0
102765,0
102766,0
102767,0
102768,0
102769,0
102770,0
102771,0
102772,0
102773,1
102774,0
102775,0
102776,0
102777,0
102778,0
102779,0
102780,0
102781,1
102782,0
102783,0
102784,1
102785,0
102786,0
102787,0
102788,0
102789,0
102790,1
102791,0
102792,0
102793,0
102794,1
102795,0
